ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B0DLBTZR4G,B0DLBTZR4G,"ROCKING GIFTS Bote para Utensilios de Cocina en Resina Efecto Mármol Blanco 14×12 cm, Organizador de Cubiertos y Cucharones, Accesorio para Encimera, Portautensilios Diseño Moderno y Elegante",2684338CLMFBA,348,8,0.18%,0.17%,480,10,0.18%,0.16%,100.00%,100.00%,11,0,3.16%,0.00%,"241,81 €","0,00 €",11,0
B0FNRF8GPQ,B00JJUMP9Q,"Figura Decorativa de 3 Monos Sabios, Resina, 20 cm",77126SGFBA,422,10,0.22%,0.22%,598,15,0.22%,0.24%,96.28%,100.00%,11,1,2.61%,10.00%,"345,87 €","30,87 €",10,1
B0DKQKCBVP,B01D0MOY7Y,"ROCKING GIFTS Colgante Cuarzo Transparente en Espiral, Piedra Natural Cristalino para Meditación, Energía Positiva, Protección, Sanación, Equilibrio y Armonía, Amuleto para Limpieza Energética",3219VCFBAsl,324,5,0.17%,0.11%,456,6,0.17%,0.10%,100.00%,100.00%,11,1,3.40%,20.00%,"98,27 €","8,77 €",10,1
B0FPGF7VYH,B09X8CVGD4,"ROCKING GIFTS Calendario perpetuo de Madera Casas con portafoto, 37x23 cm",2915126CLMFBA,297,6,0.16%,0.13%,424,8,0.16%,0.13%,99.46%,100.00%,10,0,3.37%,0.00%,"257,50 €","0,00 €",10,0
B0DJ5YD8NS,B0BHF3JTRJ,"ROCKING GIFTS Estropajero Doble Pizarra Blanco con Estropajos | Organizador Fregadero Cocina | Soporte para Esponja, Bayeta y Cepillos",2684325CLMFBA,486,4,0.25%,0.09%,669,5,0.25%,0.08%,99.35%,100.00%,10,0,2.06%,0.00%,"199,50 €","0,00 €",10,0
B0DJ5YD8NS,B0BHF44B11,ROCKING GIFTS Estropajero de Ceramica con Estropajo 14 cm,2546175CLMFBA,227,5,0.12%,0.11%,354,8,0.13%,0.13%,99.06%,100.00%,11,1,4.85%,20.00%,"164,15 €","14,65 €",10,1
B0CK91KWFP,B0CC3K8QPV,"ROCKING GIFTS Figura Decorativa Lagarto Metálico Colorido, Lila Azul y Verde, Adorno Placa para Colgar Pared, Decoración Mural Original para Balcón Jardín, 30 cm",29842SGRGFBA,419,12,0.22%,0.26%,481,13,0.18%,0.21%,99.56%,100.00%,10,0,2.39%,0.00%,"215,41 €","0,00 €",10,0
B0CNT99D3V,B0CNS7V74S,ROCKING GIFTS Cubo de Palomitas de 1L para Hacer deliciosas y crujientes Palomitas de maíz en casa. Ideal para Disfrutar de Tus películas y Series favoritas.,247733CLMFBA,238,5,0.12%,0.11%,318,10,0.12%,0.16%,99.31%,100.00%,11,0,4.62%,0.00%,"109,89 €","0,00 €",10,0
B0CTD3QMFP,B0CPJT4868,"Globo Terráqueo Vintage 12,5 cm diametro: Explora el Mundo desde tu Escritorio. Bola del Mundo con Base, Mapa Antiguo para Decoración y Aprendizaje. Regalo Educativo para Niños y Adultos",255014CLMFBA,298,9,0.16%,0.20%,384,12,0.14%,0.19%,98.58%,100.00%,12,4,4.03%,44.44%,"345,08 €","113,48 €",10,2
B0GNZRP5NC,B0D47QT66Y,"ROCKING GIFTS Hucha de Madera Azul Cuadrada Transparente, Regalo Comunión Niño, 15 cm",2597609CLM,381,6,0.20%,0.13%,503,8,0.19%,0.13%,99.79%,100.00%,11,0,2.89%,0.00%,"171,05 €","0,00 €",10,0
B0DLBQG9P2,B0DLBQG9P2,ROCKING GIFTS Caja Costurero Metal Cuadrado Costura 17x17 cm,308653CLMFBA,"1,062",27,0.55%,0.59%,"1,267",32,0.48%,0.51%,100.00%,100.00%,10,1,0.94%,3.70%,"153,95 €","15,09 €",10,1
B0FL83L5ZX,B0F1TG9GCH,ROCKING GIFTS Felpudo 40x70 EUSKERA Antideslizante Entrada Exterior Interior Casa Hogar Resistente,2857147CLM,369,4,0.19%,0.09%,535,4,0.20%,0.06%,99.80%,100.00%,10,0,2.71%,0.00%,"216,55 €","0,00 €",10,0
B0FPM1NS69,B0F1TGDSF4,ROCKING GIFTS Mantel Individual 40x40 cm Alga Trenzada Resistente Ecológico Decorativo Mesa Comedor,284525CLMFBA,201,11,0.10%,0.24%,248,17,0.09%,0.27%,99.54%,100.00%,10,0,4.98%,0.00%,"161,50 €","0,00 €",10,0
B0FX2ZVG3F,B0FX2ZVG3F,"ROCKING GIFTS Bingo 90 Profesional: Juego de Mesa 21x21x21cm, Tablero Metálico/ABS, con Accesorios, Diversión Familiar, Fiestas",40973MD,760,26,0.40%,0.56%,"1,230",29,0.46%,0.46%,99.70%,100.00%,10,0,1.32%,0.00%,"241,23 €","0,00 €",10,0
B0DNY5S4HH,B0GFDXLJY2,"ROCKING GIFTS Piñata Plegable Comunión Papel, Piñata Fiesta Comunión, Decoración De Papel 49x40 cm, para Celebraciones",3097100CLM,157,5,0.08%,0.11%,231,5,0.09%,0.08%,98.13%,100.00%,10,1,6.37%,20.00%,"148,02 €","14,27 €",10,1
B00KAIWNRK,B00KAIWNRK,Merkaba Collar en Cuarzo Blanco,1297VC,470,15,0.25%,0.33%,671,24,0.25%,0.38%,98.78%,100.00%,14,1,2.98%,6.67%,"131,76 €","9,16 €",9,1
B0CLFH4D8V,B00OTXH5XY,"ROCKING GIFTS Péndulo de Madera Lucy de Forma cilíndrica con Punta de Cuarzo Cristal y Punta facetada, Ideal para equilibrar y armonizar energías, Chakras y Campos áuricos",2395VC,262,10,0.14%,0.22%,360,14,0.14%,0.22%,95.98%,100.00%,9,0,3.44%,0.00%,"105,06 €","0,00 €",9,0
B0GN3L87WG,B010TN825W,"ROCKING GIFTS Jabon de Selenita Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",1326VC,456,5,0.24%,0.11%,647,11,0.24%,0.18%,98.84%,100.00%,9,0,1.97%,0.00%,"96,35 €","0,00 €",9,0
B07K2J98ZD,B07K2J98ZD,CENICERO PIE GIRAT. Ball Cromado HS48 H:60CM D:16C,30547MDFBA,134,7,0.07%,0.15%,188,7,0.07%,0.11%,99.39%,85.71%,10,2,7.46%,28.57%,"318,44 €","53,46 €",9,1
B0FXVMZ7LV,B09X88TSZW,ROCKING GIFTS Organizador Tela Colgante Pared 10 Bolsillos Bolsa Almacenaje Puerta Armario 50 cm,2786184CLMFBA,550,21,0.29%,0.46%,777,46,0.29%,0.73%,99.58%,100.00%,11,0,2.00%,0.00%,"184,54 €","0,00 €",9,0
B0CMMZ91RV,B09X8QSM9D,ROCKING GIFTS Figura Decorativa Busto Griego Romano David Escultura Clásica Antigua Resina Efecto Piedra 15 cm,300748CLMFBA,639,25,0.33%,0.54%,873,30,0.33%,0.48%,99.49%,100.00%,11,4,1.72%,16.00%,"284,75 €","102,24 €",9,3
B09XV4CZ89,B09XV4CZ89,"ROCKING GIFTS Colgante Barra Selenita Natural: Cristal Energético para Meditación, Limpieza, Purificación y Protección - Mineral para Reiki, Feng Shui y Yoga",830SELEFBA,153,2,0.08%,0.04%,217,2,0.08%,0.03%,100.00%,100.00%,9,0,5.88%,0.00%,"101,70 €","0,00 €",9,0
B0CK9N9NC9,B0BHF3V9D8,"ROCKING GIFTS Set de 2 Revisteros de Polipiel Marrón de 2 Tamaños, Cesta con Asas Cuero Sintético para Almacenaje Salón y Sofá, 38 y 28 cm",22212802CLM,299,4,0.16%,0.09%,435,4,0.16%,0.06%,99.22%,100.00%,14,0,4.68%,0.00%,"878,00 €","0,00 €",9,0
B0CK91KWFP,B0CW6M5LDL,ROCKING GIFTS Adorno de Pared Lagarto Colores Mosaico 45 cm,31612SGFBA,277,4,0.14%,0.09%,429,4,0.16%,0.06%,99.22%,100.00%,10,0,3.61%,0.00%,"270,80 €","0,00 €",9,0
B0FX35JY9Q,B0FX35JY9Q,"ROCKING GIFTS Cubilete Dados Poker 5 Dados Negro 7,5x11cm Juego Dados Azar Casino",42745MDFBA,240,8,0.13%,0.17%,365,14,0.14%,0.22%,100.00%,100.00%,9,0,3.75%,0.00%,"224,10 €","0,00 €",9,0
B008O664S4,B008O664S4,"Termometro Galileo Tubo de Cristal 40 cm , Para Exterior o Interior, Analógico, Bolas Flotantes",62217SG,384,3,0.20%,0.07%,573,3,0.22%,0.05%,98.11%,100.00%,8,0,2.08%,0.00%,"411,20 €","0,00 €",8,0
B00K3XLF76,B00K3XLF76,Fournier Baraja Poker Plástico Profesional EPT 55 Cartas En Estuche de Carton,40205MDFBA,471,10,0.25%,0.22%,634,16,0.24%,0.26%,99.64%,100.00%,9,1,1.91%,10.00%,"229,91 €","25,48 €",8,1
B00K59VLTA,B00K59VLTA,PÈndulo Gota en Cuarzo Blanco,1541VCFBA,62,1,0.03%,0.02%,93,1,0.03%,0.02%,100.00%,100.00%,8,0,12.90%,0.00%,"75,20 €","0,00 €",8,0
B0BXQ47L9M,B00KAIWWPI,"ROCKING GIFTS Masajeador de Mineral de Selenita Natural, Barra, Palo, Stick, Redondo,Minerales y Cristales para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",881VCFBA,109,1,0.06%,0.02%,151,1,0.06%,0.02%,98.48%,100.00%,9,0,8.26%,0.00%,"98,91 €","0,00 €",8,0
B010TMDWBC,B010TMDWBC,"Monolito de Selenita Grande, Minerales y Cristales Para Curación, Belleza Energética, Meditacion, Medicina Alternativa, Amuletos Espirituales",880VCFBA,253,7,0.13%,0.15%,340,7,0.13%,0.11%,99.68%,100.00%,8,0,3.16%,0.00%,"127,60 €","0,00 €",8,0
B0CLFH4D8V,B076N3VYWK,"ROCKING GIFTS Pendulo ISIS Grande 16 Baterias Bronce 100% con Testigo,Pendulos Adivinación, Radiestesia, Meditación, Videncia, Color Oro, Belleza Energética",4199VCFBA,138,4,0.07%,0.09%,221,6,0.08%,0.10%,96.95%,66.67%,8,1,5.80%,25.00%,"111,32 €","13,67 €",8,1
B07NCWR48F,B07NCWR48F,Vidal Regalos Reloj Solar Esfera Armilar Laton 22 cm,5731SGFBA,241,7,0.13%,0.15%,347,9,0.13%,0.14%,99.66%,100.00%,8,1,3.32%,14.29%,"454,86 €","55,86 €",8,1
B0CM26SFF9,B07TGFN38Z,"ROCKING GIFTS Marco de Fotos Bebe Madera, Multiple 12 Meses Primer Año, 65x30 cm Blanco, Portafotos Multifotos Recien Nacido, Collage Pared Mesa, Decoración Habitación Infantil, Regalo Original",275843CLMFBA,247,8,0.13%,0.17%,399,11,0.15%,0.18%,100.00%,100.00%,8,0,3.24%,0.00%,"392,00 €","0,00 €",8,0
B08MYYY6WS,B08MYYY6WS,Vidal Regalos Aceitera/Vinagrera 2 en 1 Spray 250 ml,284301CLMFBA,319,6,0.17%,0.13%,458,9,0.17%,0.14%,96.98%,100.00%,8,0,2.51%,0.00%,"159,92 €","0,00 €",8,0
B09QV1BT6X,B09QV1BT6X,Mineral Import Colgante de Shungit Media Luna Negro 5 cm,7495VCFBA,163,0,0.09%,0.00%,208,0,0.08%,0.00%,99.45%,0.00%,8,0,4.91%,0.00%,"95,92 €","0,00 €",8,0
B0CK9N9NC9,B0BHF2KK1H,"ROCKING GIFTS Revistero de Polipiel Plegable Negro, Cesta con Asas Cuero Sintético para Almacenaje Salón y Sofá, 40 cm",22212812CLMFBA,200,6,0.10%,0.13%,268,6,0.10%,0.10%,99.18%,100.00%,8,0,4.00%,0.00%,"159,92 €","0,00 €",8,0
B0CK9N9NC9,B0BHF4FQ6V,ROCKING GIFTS Revistero metálico Beige Magazine,299538CLMFBA,200,2,0.10%,0.04%,249,2,0.09%,0.03%,95.13%,100.00%,8,0,4.00%,0.00%,"159,60 €","0,00 €",8,0
B0GNZRP5NC,B0D47SHKP3,"ROCKING GIFTS Bolsa de Papel XL para Embalaje Fácil de Regalos de Comunión Niño, Blanco y Azul, 33 x 10 x 45cm",2185651CLM,522,8,0.27%,0.17%,637,8,0.24%,0.13%,99.66%,80.00%,9,0,1.72%,0.00%,"86,45 €","0,00 €",8,0
B0DNY5SG3M,B0DLBS3M1Q,ROCKING GIFTS Juego de Cafe Set de 6 Unidades Excellence Rayas 6x90 ml,27761078CLM,"1,270",26,0.66%,0.56%,"1,864",42,0.70%,0.67%,99.46%,100.00%,8,0,0.63%,0.00%,"356,50 €","0,00 €",8,0
B0FPM1NS69,B0F1TCTRGM,ROCKING GIFTS Mantel Individual 30x30cm Alga Trenzada - Salvamanteles - Posavasos - Decora Mesa - Artesanal,284526CLMFBA,146,4,0.08%,0.09%,175,6,0.07%,0.10%,99.33%,100.00%,8,1,5.48%,25.00%,"97,44 €","11,71 €",8,1
B0GXVC2GRY,B0GXGHRDQ6,ROCKING GIFTS Adorno De Pared Circular De Yute Natural 60 Cm Decoración para Salón O Dormitorio Cuadro De Fibra Natural,39195SGRI,204,8,0.11%,0.17%,288,9,0.11%,0.14%,98.88%,100.00%,8,1,3.92%,12.50%,"310,47 €","38,12 €",8,1
B00KAIX5ZE,B00KAIX5ZE,Placa Adhesiva de Shungit para Teléfono Móvil | Pegatinas de Shungita Anti-Radiación para Uso en Teléfono Móvil y Otros Aparatos Electrónicos,2182VCFBA,74,0,0.04%,0.00%,93,0,0.03%,0.00%,97.73%,0.00%,7,0,9.46%,0.00%,"55,93 €","0,00 €",7,0
B01D0MQBS4,B01D0MQBS4,"Colgante Amatista en Espiral Baño Plata 925 Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",3370VCFBA,329,10,0.17%,0.22%,424,13,0.16%,0.21%,100.00%,100.00%,7,0,2.13%,0.00%,"69,30 €","0,00 €",7,0
B01M0R5EF2,B01M0R5EF2,"Figura Decorativa Hormiga, Metal, 12 centimetros, Tambien para Pared Colgar, Forja",5915SGFBA,455,16,0.24%,0.35%,628,19,0.24%,0.30%,99.47%,100.00%,8,0,1.76%,0.00%,"140,80 €","0,00 €",7,0
B0BW5YHRB7,B075RSNDSB,"ROCKING GIFTS Adorno Pared Metalico Golondrina Color Negro, 21 cm, con Gancho para Colgar, Decoracion forja Colgante, Golondrinas, Adorno Metal Pared",13065SGFBA,271,7,0.14%,0.15%,388,11,0.15%,0.18%,100.00%,100.00%,8,0,2.95%,0.00%,"111,60 €","0,00 €",7,0
B0CHCGR5MV,B075X2FXKD,"Art Deco Home Iman Nevera x12 Peces 13 cm, Hechos de Ceramica, Imanes Frigorifico magneticos Originales, Decoracion Cocina, Multicolor",10632SGFBA,172,9,0.09%,0.20%,231,14,0.09%,0.22%,100.00%,100.00%,7,1,4.07%,11.11%,"188,35 €","26,46 €",7,1
B0CLPL1XL2,B07F3GPRGD,"ROCKING GIFTS Figura Metal Hormiga, 7 cm, Adorno Pared para Colgar, Decoración del Hogar y Jardín, Forja",13159SGFBA,289,8,0.15%,0.17%,392,11,0.15%,0.18%,100.00%,100.00%,8,1,2.77%,12.50%,"77,71 €","8,06 €",7,1
B07JWGHNB9,B07JWGHNB9,Globo Terraqueo Marron 20 cm - 10127SG,10127SGFBA,256,9,0.13%,0.20%,381,12,0.14%,0.19%,100.00%,100.00%,8,2,3.13%,22.22%,"458,25 €","112,60 €",7,1
B08MYXJXZP,B08MYXJXZP,Vidal Regalos Neceser Viaje Estuche Algodon y Poliester Panot Flor Barcelona Gris 31 cm,2827192CLMFBA,142,0,0.07%,0.00%,185,0,0.07%,0.00%,100.00%,0.00%,7,0,4.93%,0.00%,"66,15 €","0,00 €",7,0
B0CK9N9NC9,B0BHF4QSMJ,"ROCKING GIFTS Revistero de Polipiel Negro con Bolsillos, Cesta con Asas Cuero Sintético para Almacenaje Salón y Sofá, 38 cm",22212813CLM,229,7,0.12%,0.15%,352,12,0.13%,0.19%,99.04%,100.00%,7,0,3.06%,0.00%,"423,95 €","0,00 €",7,0
B0DJ5YD8NS,B0BHF4T6N7,ROCKING GIFTS Estropajero Doble MARMOL con estropajos,2684310CLMFBA,217,1,0.11%,0.02%,288,1,0.11%,0.02%,99.64%,100.00%,7,1,3.23%,100.00%,"135,76 €","19,06 €",7,1
B0CX9MJ5X3,B0BHF72BFF,ROCKING GIFTS Juego de Baño 2 Piezas Jabonera y Vaso Blanco Ceramica 17 cm,257470CLM,430,10,0.22%,0.22%,514,13,0.19%,0.21%,99.15%,100.00%,7,0,1.63%,0.00%,"160,70 €","0,00 €",7,0
B0CLPKTC4Z,B0BW9QM7K5,"ROCKING GIFTS CUBILETE con 5 Dados Marron 7,5X11CM",41967MDFBA,210,7,0.11%,0.15%,273,10,0.10%,0.16%,100.00%,100.00%,7,1,3.33%,14.29%,"167,17 €","23,47 €",7,1
B0BX6ST5YP,B0BX4MM2X5,ROCKING GIFTS Figura de Resina Arcangel Uriel de 28 cm - Estatua Decorativa Detalles Finos y Elegantes para tu hogar o Espacio Espiritual,87897RGSGFBA,429,8,0.22%,0.17%,670,9,0.25%,0.14%,98.60%,100.00%,7,0,1.63%,0.00%,"614,38 €","0,00 €",7,0
B0CLFH4D8V,B0CL3BGX2C,ROCKING GIFTS Péndulo de Cuarzo Verde Facetado | Piedra Natural | Chakra | Meditación | Reiki,11558VCFBA,185,6,0.10%,0.13%,251,8,0.09%,0.13%,96.46%,100.00%,7,0,3.78%,0.00%,"69,65 €","0,00 €",7,0
B0FN4L23PQ,B0CL3BQNYK,ROCKING GIFTS Colgante de Selenita Luna Natural - Piedra de Protección y Purificación - Tamaño Grande,11943VCFBA,284,3,0.15%,0.07%,381,3,0.14%,0.05%,98.89%,100.00%,7,0,2.46%,0.00%,"76,93 €","0,00 €",7,0
B0BVWKBBJR,B0CPJSJD2S,"ROCKING GIFTS Espejo de Pared en Forma de Ventana, tamaño 90x120cm, Color Oro",294752CLM,567,4,0.30%,0.09%,833,5,0.31%,0.08%,97.69%,100.00%,7,0,1.23%,0.00%,"1.082,15 €","0,00 €",7,0
B0CPJT8LDX,B0CPJT8LDX,ROCKING GIFTS Set de x2 Mantel Individual de plástico con diseño Infantil de Dinosaurios - 2 Modelos incluídos,23481610CLM,71,0,0.04%,0.00%,93,0,0.03%,0.00%,94.25%,0.00%,8,0,11.27%,0.00%,"76,45 €","0,00 €",7,0
B0CM27DYCY,B0DLBR2CKS,"ROCKING GIFTS Llavero de Pared, Caja de Llaves de Madera Hojas 25x20 cm",21821163CLMFBA,248,4,0.13%,0.09%,355,6,0.13%,0.10%,100.00%,100.00%,7,1,2.82%,25.00%,"202,07 €","28,37 €",7,1
B0CX9MJ5X3,B0DLBRLCWB,ROCKING GIFTS Juego de Baño Dispensador Jabon y Vaso de Baño Flores,22212989CLMFBA,339,7,0.18%,0.15%,420,7,0.16%,0.11%,99.75%,100.00%,7,0,2.06%,0.00%,"139,96 €","0,00 €",7,0
B0FPM1NS69,B0F1T9L1NM,ROCKING GIFTS Mantel Individual 30x30 cm Alga - Salvamanteles - Protección Mesa - Decora tu hogar,284532CLM,109,9,0.06%,0.20%,129,12,0.05%,0.19%,96.12%,100.00%,12,6,11.01%,66.67%,"108,74 €","53,34 €",7,1
B0FPM1NS69,B0F1TFSXGJ,"ROCKING GIFTS Mantel Individual 40x40cm Alga - Salvamanteles, Protección Mesa, Cocina, Comedor, Resistente",284531CLM,159,12,0.08%,0.26%,201,17,0.08%,0.27%,97.11%,100.00%,40,29,25.16%,241.67%,"287,65 €","195,90 €",7,3
B0BX7BP34Z,B0FX36VVNR,"ROCKING GIFTS Termómetro Galileo 18-26 Grados, Decorativo, Interior, Temperatura, Precisión, 5 Bolas",42771MD,198,1,0.10%,0.02%,289,1,0.11%,0.02%,98.18%,100.00%,8,0,4.04%,0.00%,"152,30 €","0,00 €",7,0
B0G1J4M447,B0G1J4M447,ROCKING GIFTS Bolsa de Papel Mediana para Embalaje Fácil de Regalos de Sant Jordi con Etiqueta para Nombre 18x10x23 cm,2185796CLM,152,8,0.08%,0.17%,198,16,0.07%,0.26%,99.46%,100.00%,9,0,5.92%,0.00%,"71,69 €","0,00 €",7,0
B008O66506,B008O66506,Termometro Galileo 44 cm,62207SG,394,8,0.21%,0.17%,628,9,0.24%,0.14%,94.55%,100.00%,7,1,1.78%,12.50%,"408,33 €","57,33 €",6,1
B00K59VFIW,B00K59VFIW,Mineral Import Péndulo en Obsidiana Negra,1539VCFBA,84,1,0.04%,0.02%,129,2,0.05%,0.03%,100.00%,0.00%,6,0,7.14%,0.00%,"59,70 €","0,00 €",6,0
B076MK5F6W,B076MK5F6W,Mineral Import - Corazon de Selenita Pequeño - 3959VC,3959VCFBA,29,3,0.02%,0.07%,33,3,0.01%,0.05%,100.00%,100.00%,6,0,20.69%,0.00%,"57,32 €","0,00 €",6,0
B076N77P7C,B076N77P7C,"Geodas de Cuarzo Blanco Mini Seccionada Minerales y Cristales, Belleza energética, Meditacion, Amuletos Espirituales",875VC0,364,12,0.19%,0.26%,503,18,0.19%,0.29%,99.54%,100.00%,6,1,1.65%,8.33%,"55,49 €","11,04 €",6,1
B0FL83L5ZX,B0859N64Z2,"ROCKING GIFTS Felpudo Antideslizante, Barcelona Panot, 70 cm, Alfombra Entrada Casa Exterior o Interior Original y Divertido",285788CLMFBA,412,8,0.22%,0.17%,530,13,0.20%,0.21%,99.80%,100.00%,6,0,1.46%,0.00%,"138,75 €","0,00 €",6,0
B09X8PP9GL,B09X8PP9GL,ROCKING GIFTS Marco de Fotos 10x15 Canage Efecto Madera Beige Portafotos Decorativo Boho Rústico 20 cm,2758455CLMFBA,247,1,0.13%,0.02%,337,1,0.13%,0.02%,99.67%,100.00%,6,0,2.43%,0.00%,"78,21 €","0,00 €",6,0
B0CK9N9NC9,B0BHF3VB4B,ROCKING GIFTS Revistero metálico Negro Magazine,299537CLMFBA,96,5,0.05%,0.11%,131,5,0.05%,0.08%,100.00%,100.00%,6,0,6.25%,0.00%,"155,70 €","0,00 €",6,0
B0DV3WKB7R,B0BHF4ZX5H,ROCKING GIFTS Bandeja vaciabolsillos Cuadrada PANOT Gris Cemento 15 cm,288448CLMFBA,"1,320",34,0.69%,0.74%,"1,682",39,0.63%,0.62%,98.91%,96.43%,6,0,0.45%,0.00%,"103,20 €","0,00 €",6,0
B0DJ5YD8NS,B0BHF55ZCX,ROCKING GIFTS Estropajero Doble Pizarra Negro con estropajos,2684320CLM,133,3,0.07%,0.07%,164,3,0.06%,0.05%,98.73%,100.00%,6,0,4.51%,0.00%,"129,06 €","0,00 €",6,0
B0CK9N9NC9,B0BHF6F3CV,"ROCKING GIFTS Revistero Metálico Blanco: Organizador de Revistas, Periódicos y Documentos | Almacenamiento Moderno para Hogar, Oficina o Sala de Espera | Diseño Vertical, Resistente y Estable",299533CLMFBA,191,8,0.10%,0.17%,281,11,0.11%,0.18%,99.18%,100.00%,6,0,3.14%,0.00%,"154,25 €","0,00 €",6,0
B0CX9MJ5X3,B0BHF72BFF,ROCKING GIFTS Juego de Baño 2 Piezas Jabonera y Vaso Blanco Ceramica 17 cm,257470CLMFBA,430,10,0.22%,0.22%,514,13,0.19%,0.21%,99.15%,100.00%,6,0,1.40%,0.00%,"137,94 €","0,00 €",6,0
B0GMY7RJ1C,B0BRYJ7F6D,ROCKING GIFTS Armonizador de Shungit Mate y Tulikivi,7496VC0FBA,128,4,0.07%,0.09%,183,5,0.07%,0.08%,88.27%,66.67%,6,0,4.69%,0.00%,"193,99 €","0,00 €",6,0
B0BVMT4XSB,B0BVMT4XSB,"Salvamantel Cuadrado Diseño Hidraulico Colorido, Modelo Surtido (1 Unidad), Bandeja Tabla Cortar de Cerámica, Soporte para Ollas y Sartenes, 20 cm",27593SGFBA,228,3,0.12%,0.07%,360,5,0.14%,0.08%,99.66%,100.00%,6,0,2.63%,0.00%,"71,10 €","0,00 €",6,0
B0CTD3QMFP,B0CPKB4YMT,"ROCKING GIFTS Globo Terraqueo, Bola del Mundo 20cm con Pie de Metal Dorado - Decoración y Regalo",255016CLMFBA,757,24,0.40%,0.52%,"1,007",29,0.38%,0.46%,99.02%,100.00%,6,0,0.79%,0.00%,"239,70 €","0,00 €",6,0
B0DJTS3VHD,B0CV4CSPLT,"ROCKING GIFTS Pulsera Chip de Cuarzo Ahumado – Piedra Natural Energética, Protección y Equilibrio, Sanación y Bloqueo de Energías Negativas, Confort y Estilo Bohemio, Durabilidad",13439VCT,96,1,0.05%,0.02%,128,1,0.05%,0.02%,100.00%,0.00%,6,0,6.25%,0.00%,"39,30 €","0,00 €",6,0
B0DJTHZ1Q6,B0CV4GN2RG,"ROCKING GIFTS Colgante de Cuarzo Verde Punta Pequeña para Sanación, Energía Positiva, Meditación, Protección, Equilibrio Emocional y Bienestar - Piedra Natural, Tamaño Compacto",13214VCT,88,0,0.05%,0.00%,114,0,0.04%,0.00%,100.00%,0.00%,7,0,7.95%,0.00%,"63,75 €","0,00 €",6,0
B0D47R79H5,B0D47R79H5,"ROCKING GIFTS Marco de Fotos 10x15 Plástico Efecto Madera Blanca y Beige, Portafotos Decorativo Boho Rústico, 20 cm",2758561CLMFBA,389,3,0.20%,0.07%,518,3,0.19%,0.05%,99.57%,100.00%,6,0,1.54%,0.00%,"95,70 €","0,00 €",6,0
B0FPQYWW9K,B0D4R7724M,"ROCKING GIFTS Figura de Ganesha en Resina - Estatua Decorativa de 14 cm, Ideal para Hogar y Oficina, Atrae Buena Suerte, Detalles Cuidadosamente Pintados a Mano, Símbolo de Prosperidad y Sabiduría",31442SG,494,3,0.26%,0.07%,784,4,0.29%,0.06%,99.13%,100.00%,6,0,1.21%,0.00%,"120,60 €","0,00 €",6,0
B0GN3R3136,B0DFZPTV2W,"Péndulo Isis 9 Baterías con Testigo para Radiestesia y Feng Shui, Ideal para Energía Positiva, Meditación y Sanación Holística, Herramienta de Diagnóstico Espiritual y Armonización Energética",4371VCI,186,4,0.10%,0.09%,273,5,0.10%,0.08%,100.00%,100.00%,9,0,4.84%,0.00%,"95,50 €","0,00 €",6,0
B0DNY5SG3M,B0DLBS3M1Q,ROCKING GIFTS Juego de Cafe Set de 6 Unidades Excellence Rayas 6x90 ml,27761078CLMFBA,"1,270",26,0.66%,0.56%,"1,864",42,0.70%,0.67%,99.46%,100.00%,6,0,0.47%,0.00%,"281,70 €","0,00 €",6,0
B0DJTHDPB9,B0F1TYC1BW,"ROCKING GIFTS Salero de Cerámica Blanca con Tapa de Madera, 12 cm, Bote para Sal y Especias para la Cocina y Reposar en Pared",2546235CLMFBA,313,3,0.16%,0.07%,487,6,0.18%,0.10%,99.11%,100.00%,6,1,1.92%,33.33%,"124,04 €","17,29 €",6,1
B0CX9MJ5X3,B0F1Z4ZQKM,"ROCKING GIFTS Juego de Baño Blanco, Dispensador de Jabón y Vaso de Cerámica, Set de Accesorios de Baño 2 Piezas, Dosificador Jabonera y Vaso para Lavabo, para Aseo, Decoración Hogar",310914CLMFBA,348,9,0.18%,0.20%,435,13,0.16%,0.21%,100.00%,100.00%,8,2,2.30%,22.22%,"171,82 €","36,52 €",6,1
B0FX35FZMV,B0FX35FZMV,"ROCKING GIFTS Juego Domino Competición Profesional 18x6.9x6.8cm. Juego de Mesa Familiar, Madera, Piezas",41178MD,257,17,0.13%,0.37%,407,25,0.15%,0.40%,97.75%,100.00%,17,14,6.61%,82.35%,"509,60 €","400,10 €",6,3
