sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
11650VC	B0CL39X2HZ	17.80	77	17.44	fixed	6	15.13	12	13.35	18	13.00	50	12.46											
11666VC	B0CL3BR2S4	14.75	3242	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
11667VC	B0CL3BPTSG	14.75	5342	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
1168VCO	B076N64DDW	9.50	98	9.31	fixed	6	8.08	12	7.13	18	6.94	50	6.65											
11747VCT	B0CV4FRNCS	15.75	5134	15.44	fixed	6	13.39	12	11.82	18	11.50	50	11.03											
11750VCT	B0CV4DMF67	15.95	1721	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
11829VCT	B0CV4CXY46	95.50	110	93.59	fixed	6	81.18	12	71.63	18	69.72	50	66.85											
11927VC	B0CL3B9GFN	47.10	57996	46.16	fixed	6	40.04	12	35.33	18	34.39	50	32.97											
11940VC	B0CL3BN8D3	14.30	5285962	14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
11943VC	B0CL3BQNYK	15.90	50	15.58	fixed	6	13.52	12	11.93	18	11.61	50	11.13											
11943VCFBA	B0CL3BQNYK	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											
11945VC	B0CL3BXDVZ	15.95	70	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
11945VCFBA	B0CL3BXDVZ	9.95		9.75	fixed	6	8.46	12	7.47	18	7.27	50	6.97											
11953SG	B075RQ3Y4X	95.30	7	93.39	fixed	6	81.01	12	71.48	18	69.57	50	66.71											
11959VC	B0CLBC9RFJ	98.00	21	96.04	fixed	6	83.30	12	73.50	18	71.54	50	68.60											
11962VC	B0CL3B5GJG	45.00	67065	44.1	fixed	6	38.25	12	33.75	18	32.85	50	31.50											
11963VC	B0CL3BPDJP	16.55	430	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
11965VC	B0CL3BGKJR	60.50	16	59.29	fixed	6	51.43	12	45.38	18	44.17	50	42.35											
1199VC	B010TN9Y90	15.35	28	15.04	fixed	6	13.05	12	11.52	18	11.21	50	10.75											
1204VC	B010TNA3GS	16.55	395	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
1208VC	B010TN9IRI	13.95	717	13.67	fixed	6	11.86	12	10.47	18	10.19	50	9.77											
12222VCI	B0GM1FDV2C	442.20	8	433.36	fixed	6	375.87	12	331.65	18	322.81	50	309.54											
12236VC	B0CL3BYD4B	16.99	314	16.65	fixed	6	14.45	12	12.75	18	12.41	50	11.90											
12236VCFBA	B0CL3BYD4B	9.95		9.75	fixed	6	8.46	12	7.47	18	7.27	50	6.97											
12237VC	B0CL3B2TR5	15.35	425	15.04	fixed	6	13.05	12	11.52	18	11.21	50	10.75											
12238VC	B0CL3BMFP9	15.35	417	15.04	fixed	6	13.05	12	11.52	18	11.21	50	10.75											
12314VC	B0CL39Z8JP	16.80	91	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12315VC	B0CL39MRJS	16.80	47	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12316SG	B01BFOYXJS	182.00	15	178.36	fixed	6	154.70	12	136.50	18	132.86	50	127.40											
12323VC	B0CL39R85L	16.80	206	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12325VC	B0CL3B9KKQ	15.00	98	14.7	fixed	6	12.75	12	11.25	18	10.95	50	10.50											
12327VC	B0CL39JZLC	70.50	2530	69.09	fixed	6	59.93	12	52.88	18	51.47	50	49.35											
12328VC	B0CL3BPCG1	70.50	4520	69.09	fixed	6	59.93	12	52.88	18	51.47	50	49.35											
12329VC	B0CL3BFTVY	70.50	3620	69.09	fixed	6	59.93	12	52.88	18	51.47	50	49.35											
1232VC	B010TMRTXE	19.80	87	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
12330VC	B0CL3B8SPG	70.50	34390	69.09	fixed	6	59.93	12	52.88	18	51.47	50	49.35											
12349VCT	B0CV4D5B2R	12.55	3757	12.3	fixed	6	10.67	12	9.42	18	9.17	50	8.79											
12356VC	B0CLBCX8QV	26.80	3008	26.26	fixed	6	22.78	12	20.10	18	19.57	50	18.76											
12358VC	B0CLBDD1MY	17.10	2568	16.76	fixed	6	14.54	12	12.83	18	12.49	50	11.97											
12359VC	B0CLBF15JT	16.55	12541	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
12360VC	B0CLBCC7M2	50.00	1996	49.0	fixed	6	42.50	12	37.50	18	36.50	50	35.00											
12361VC	B0CLBDZ511	19.30	2033	18.91	fixed	6	16.41	12	14.48	18	14.09	50	13.51											
12362VC	B0CL3BV49X	39.50	4498	38.71	fixed	6	33.58	12	29.63	18	28.84	50	27.65											
12364VCT	B0CV4C2CWT	108.00	17865	105.84	fixed	6	91.80	12	81.00	18	78.84	50	75.60											
12365VCT	B0CV4C6Z4M	108.00	10845	105.84	fixed	6	91.80	12	81.00	18	78.84	50	75.60											
12366VC	B0CL3BP8HQ	25.50	324	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
12367VC	B0CL3C79DK	25.50	309	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
12368VC	B0CL39RTJ3	25.50	494	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
12369VC	B0CL39L61T	25.50	433	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
12370VC	B0CL3BM71L	25.50	393	24.99	fixed	6	21.68	12	19.13	18	18.62	50	17.85											
12371VC	B0CL3BQTG5	16.80	66	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12372VC	B0CL3BGCTN	16.80	131	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12373VC	B0CL3BLKVX	16.80	66	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12374VC	B0CL3BT571	16.80	109	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12375VC	B0CL3B2TQX	16.80	56	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12376VC	B0CL3CB5DR	16.80	55	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12378VC	B0CL3BL6JK	16.80	69	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
1237VCI	B0DFZW1357	16.25	17	15.93	fixed	6	13.82	12	12.19	18	11.87	50	11.38											
1242SG	B01BFOZIHY	109.00	14	106.82	fixed	6	92.65	12	81.75	18	79.57	50	76.30											
12461VCT	B0CV4F9KPT	108.00	5	105.84	fixed	6	91.80	12	81.00	18	78.84	50	75.60											
12463VCT	B0CV4CLH47	120.50	8	118.09	fixed	6	102.43	12	90.38	18	87.97	50	84.35											
12486VCT	B0CV4BBL93	50.50	149	49.49	fixed	6	42.93	12	37.88	18	36.87	50	35.35											
1256VCFBA	B00KAJ201S	11.95		11.71	fixed	6	10.16	12	8.97	18	8.73	50	8.37											
12572VCT	B0CV4D7QJF	195.50	5	191.59	fixed	6	166.18	12	146.63	18	142.72	50	136.85											
12576SG	B01BD4SPL2	41.80	59	40.96	fixed	6	35.53	12	31.35	18	30.52	50	29.26											
12605VC	B0CL3BJQRG	16.55	242	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
12605VCFBA	B0CL3BJQRG	9.99		9.79	fixed	6	8.50	12	7.50	18	7.30	50	7.00											
12608VC	B0CL3BSMSV	29.90	195119	29.3	fixed	6	25.42	12	22.43	18	21.83	50	20.93											
1260VC	B00KAJ20Y0	15.95	203	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
1268VC	B00KAJ22FW	15.95	82	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12695SG	B079F2175W	18.60	145	18.23	fixed	6	15.81	12	13.95	18	13.58	50	13.02											
12728VC	B0CLBFT3QL	16.45	245	16.12	fixed	6	13.99	12	12.34	18	12.01	50	11.52											
12735VC	B0CL3BL6LP	26.80	23699	26.26	fixed	6	22.78	12	20.10	18	19.57	50	18.76											
1275VCFBA	B00KAJ1KCI	9.99		9.79	fixed	6	8.50	12	7.50	18	7.30	50	7.00											
1277VCI	B0GM1DMQDZ	14.60	883	14.31	fixed	6	12.41	12	10.95	18	10.66	50	10.22											
12784SGFBA	B075VYVVRV	39.50		38.71	fixed	6	33.58	12	29.63	18	28.84	50	27.65											
12788SG	B075RRLM17	32.50	40	31.85	fixed	6	27.63	12	24.38	18	23.73	50	22.75											
1278VC	B00KAJ1LOA	16.55	135	16.22	fixed	6	14.07	12	12.42	18	12.09	50	11.59											
1278VCO	B00KAJ1LOA	13.30	99	13.03	fixed	6	11.31	12	9.98	18	9.71	50	9.31											
12790SG	B075RQ3CSX	87.00	49	85.26	fixed	6	73.95	12	65.25	18	63.51	50	60.90											
1279VCFBA	B00KAJ1MGM	8.95		8.77	fixed	6	7.61	12	6.72	18	6.54	50	6.27											
12832VCT	B0CV61VPTB	116.80	8	114.46	fixed	6	99.28	12	87.60	18	85.27	50	81.76											
12834VCT	B0CV4GLPWT	116.80	28	114.46	fixed	6	99.28	12	87.60	18	85.27	50	81.76											
1283SGRG	B0CC44JQKC	25.40	26	24.89	fixed	6	21.59	12	19.05	18	18.55	50	17.78											
12868VC	B0CL3BQ8N5	15.89	58	15.57	fixed	6	13.51	12	11.92	18	11.60	50	11.13											
12880VC	B0CL39RBRX	19.80	90	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
12882VC	B0CL3BGW12	16.25	23	15.93	fixed	6	13.82	12	12.19	18	11.87	50	11.38											
12891VC	B0CL3CN6N6	20.50	75	20.09	fixed	6	17.43	12	15.38	18	14.97	50	14.35											
12892VC	B0CL3BXFR7	21.80	236	21.36	fixed	6	18.53	12	16.35	18	15.92	50	15.26											
12934VC	B0CL3CFGVD	16.05	9	15.73	fixed	6	13.65	12	12.04	18	11.72	50	11.24											
12937VC	B0CL3C55FM	14.75	298	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
1293VC	B00K59X3XW	21.99	136	21.55	fixed	6	18.70	12	16.50	18	16.06	50	15.40											
1293VCFBA	B00K59X3XW	10.95		10.73	fixed	6	9.31	12	8.22	18	8.00	50	7.67											
12940VC	B0CLBLK5VT	15.95	394	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12942VC	B0CLBMPRMG	15.95	155	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12946VC	B0CLBCV73F	15.95	312	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12947VC	B0CLBDBRZ6	17.10	127	16.76	fixed	6	14.54	12	12.83	18	12.49	50	11.97											
1294VC	B00KAIWLMM	17.25	24	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
1294VCFBA	B00KAIWLMM	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											
1295VC	B00K59X2CY	15.50	128	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
1295VCFBA	B00K59X2CY	11.04		11.66	fixed	6	10.12	12	8.93	18	8.69	50	8.33											
12963VCI	B0DFZ884RG	18.00	69	17.64	fixed	6	15.30	12	13.50	18	13.14	50	12.60											
12966VCT	B0CV4FBGBL	18.00	61	17.64	fixed	6	15.30	12	13.50	18	13.14	50	12.60											
12967VC	B0CLBDVW16	16.80	610	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12968VC	B0CLBDBRYZ	16.80	650	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12969VC	B0CL3BCNFX	16.80	709	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12970VC	B0CL3BF24F	16.80	675	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12971VC	B0CL39JZLH	18.00	498	17.64	fixed	6	15.30	12	13.50	18	13.14	50	12.60											
12972VC	B0CLBDBNGN	16.80	767	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
12973VCT	B0CV4DM8G3	18.80	574	18.42	fixed	6	15.98	12	14.10	18	13.73	50	13.16											
12979VC	B0CLBDK6YQ	15.95	305	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
1297VC	B00KAIWNRK	15.70	349	15.39	fixed	6	13.35	12	11.78	18	11.47	50	10.99											
1297VCFBA	B00KAIWNRK	14.30		14.01	fixed	6	12.16	12	10.73	18	10.44	50	10.01											
12980VC	B0CLBF9Y1N	15.00	47	14.7	fixed	6	12.75	12	11.25	18	10.95	50	10.50											
12981VC	B0CLBF9XZ2	17.95	148	17.59	fixed	6	15.26	12	13.47	18	13.11	50	12.57											
12982VC	B0CL3BN8D2	18.00	62	17.64	fixed	6	15.30	12	13.50	18	13.14	50	12.60											
12984VC	B0CLBF3ZJM	17.95	62	17.59	fixed	6	15.26	12	13.47	18	13.11	50	12.57											
12989VC	B0CLBDSCPR	15.95	359	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12990VC	B0CLBD1V4X	15.95	445	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
12996VCT	B0CV4FXPGP	39.30	9	38.51	fixed	6	33.41	12	29.48	18	28.69	50	27.51											
13004VC	B0CLBDJT6R	15.50	165	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13005VC	B0CLBF9527	16.80	21	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13006VC	B0CLBDHX19	16.80	16	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13007VC	B0CLBJST6B	16.80	59	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13008VC	B0CLBG2LV9	16.80	32	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13009VC	B0CLBF3J44	18.47	22	18.1	fixed	6	15.70	12	13.86	18	13.49	50	12.93											
13009VCFBA	B0CLBF3J44	15.95		15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13010VC	B0CLBDKPM6	16.80	41	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13012VCFBA	B0CLBDBRYN	17.75		17.4	fixed	6	15.09	12	13.32	18	12.96	50	12.43											
13015VC	B0CLBR2PFW	16.80	15	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13017VC	B0CLBFBVRH	16.80	72	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
1301VC	B010TMTBYY	19.80	96	19.4	fixed	6	16.83	12	14.85	18	14.46	50	13.86											
13020VC	B0CLBF22KC	16.80	22	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13021VC	B0CLBD7L98	16.80	34	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13023VC	B0CLBDZD3V	16.80	27	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13024VC	B0CLBF951N	16.80	76	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13028VC	B0CLBF5RMC	16.80	16	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13030VC	B0CLBDW1KG	16.80	30	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13031VC	B0CLBBTBPH	16.80	74	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13032VCT	B0CV4FNF79	16.80	38	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13033VCT	B0CV4F7LDP	16.80	27	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13034VCT	B0CV4G5VC8	16.80	39	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13035VCT	B0CV4DFPZS	16.80	32	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13036VCT	B0CV4F54L7	16.80	50	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13037VCI	B0DFZPBVKY	16.80	106	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
1303VCI	B0GM8JC922	23.90	72	23.42	fixed	6	20.32	12	17.93	18	17.45	50	16.73											
13041VCT	B0CV4F1V4G	16.80	25	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13042VCT	B0CV4F27ZH	16.80	38	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
1304RGVCFBA	B0BXLDV67V	10.99		10.77	fixed	6	9.35	12	8.25	18	8.03	50	7.70											
1304VC0FBA	B00KAJ1OZ6	9.95		9.75	fixed	6	8.46	12	7.47	18	7.27	50	6.97											false
13064SG	B075RKW8MX	24.90	62	24.4	fixed	6	21.17	12	18.68	18	18.18	50	17.43											
13065SG	B075RSNDSB	21.95	346	21.51	fixed	6	18.66	12	16.47	18	16.03	50	15.37											
13065SGFBA	B075RSNDSB	16.70		16.37	fixed	6	14.20	12	12.53	18	12.20	50	11.69											
13068SG	B075RSTL35	20.90	373	20.48	fixed	6	17.77	12	15.68	18	15.26	50	14.63											
13120VCI	B0DFZM4NG3	90.40	6	88.59	fixed	6	76.84	12	67.80	18	66.00	50	63.28											
13124VCT	B0CV4CWGF3	94.30	6	92.41	fixed	6	80.16	12	70.73	18	68.84	50	66.01											
13159SG	B07F3GPRGD	19.90	275	19.5	fixed	6	16.92	12	14.93	18	14.53	50	13.93											
13159SGFBA	B07F3GPRGD	9.70		9.51	fixed	6	8.25	12	7.28	18	7.09	50	6.79											
1320SGR	B01M1BO99M	109.90	16	107.7	fixed	6	93.42	12	82.43	18	80.23	50	76.93											
13210VCT	B0CV4DN3D2	15.95	2081	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13211VCT	B0CV4GCJ36	15.95	396	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13212VCT	B0CV4GJXMY	15.95	1067	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13213VCT	B0CV4FR364	15.95	1376	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13214VCT	B0CV4GN2RG	15.95	622	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
1322SGR	B00MV5OZEO	148.70	27	145.73	fixed	6	126.40	12	111.53	18	108.56	50	104.09											
13269VCT	B0CV4GYN47	53.00	138	51.94	fixed	6	45.05	12	39.75	18	38.69	50	37.10											
13336VCI	B0GM17WX8W	171.40	6	25.28	fixed	6	21.93	12	19.35	18	18.84	50	18.06											
13336VCT	B0CV4DSP56	153.00	6	149.94	fixed	6	130.05	12	114.75	18	111.69	50	107.10											
13338VCT	B0CV4GR6ZT	300.50	5	294.49	fixed	6	255.43	12	225.38	18	219.37	50	210.35											
13339VCT	B0CV4C6M41	548.00	6	537.04	fixed	6	465.80	12	411.00	18	400.04	50	383.60											
13342VCI	B0GLZWX7B3	519.20	7	508.82	fixed	6	441.32	12	389.40	18	379.02	50	363.44											
13356VCT	B0CV4DDP52	17.25	68	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
13365VCT	B0CV4CY8KY	15.50	53	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13368VCT	B0CV4DP96N	17.25	77	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
13371VCT	B0CV4CBCWC	15.75	58	15.44	fixed	6	13.39	12	11.82	18	11.50	50	11.03											
13406VCT	B0CV4DPVQR	31.80	181	31.16	fixed	6	27.03	12	23.85	18	23.22	50	22.26											
13411VCT	B0CV4B33YZ	15.95	499	15.63	fixed	6	13.56	12	11.97	18	11.65	50	11.17											
13412VCT	B0CV4FXGGD	17.25	659	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
13420VCT	B0CV4C83LX	20.80	54	20.38	fixed	6	17.68	12	15.60	18	15.19	50	14.56											
13437VCT	B0CV4CTMJL	17.25	229	16.91	fixed	6	14.67	12	12.94	18	12.60	50	12.08											
13438VCT	B0CV4DSP4V	13.35	54	13.08	fixed	6	11.35	12	10.02	18	9.75	50	9.35											
13488VCT	B0CV4DKT56	14.75	167	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13490VCT	B0CV411GMY	14.75	680	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13491VCT	B0CV4DTR68	14.75	82	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13493VCT	B0CV4CH9Z4	14.75	35	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13494VCT	B0CV4DC8FW	14.75	87	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13496VCT	B0CV4DKT57	14.75	299	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
13497VCT	B0CV4F3HQK	14.75	453	14.46	fixed	6	12.54	12	11.07	18	10.77	50	10.33											
1349SG	B008O65PI4	114.10	26	111.82	fixed	6	96.99	12	85.58	18	83.30	50	79.87											
13598	B0CV62RSR5	64.80	19059	63.5	fixed	6	55.08	12	48.60	18	47.31	50	45.36											
13599VCT	B0CV4F3WLZ	46.10	31154	45.18	fixed	6	39.19	12	34.58	18	33.66	50	32.27											
13668SG	B089DL5NTB	25.70	62	25.19	fixed	6	21.85	12	19.28	18	18.77	50	17.99											
13746VCI	B0GM88C8QG	19.30	37	18.91	fixed	6	16.41	12	14.48	18	14.09	50	13.51											
13747VCI	B0GM8DB3NL	22.10	50	21.66	fixed	6	18.79	12	16.58	18	16.14	50	15.47											
13750VCI	B0DFZTYVRY	16.80	55	16.46	fixed	6	14.28	12	12.60	18	12.27	50	11.76											
13757VCI	B0DFZNWS4J	20.80	206	20.38	fixed	6	17.68	12	15.60	18	15.19	50	14.56											
13758VCI	B0DFZYQRZP	20.80	210	20.38	fixed	6	17.68	12	15.60	18	15.19	50	14.56											
13759VCI	B0DFZN8V28	15.90	111	15.58	fixed	6	13.52	12	11.93	18	11.61	50	11.13											
13760VCI	B0DFZG3LH8	15.90	79	15.58	fixed	6	13.52	12	11.93	18	11.61	50	11.13											
13761VCI	B0DFZK5PC6	14.85	33	14.55	fixed	6	12.63	12	11.14	18	10.85	50	10.40											
13762VCI	B0DG1142VD	14.85	67	14.55	fixed	6	12.63	12	11.14	18	10.85	50	10.40											
13763VCI	B0DFZXRGN9	14.85	21	14.55	fixed	6	12.63	12	11.14	18	10.85	50	10.40											
13765VCI	B0DG16GXT7	15.45	45	15.14	fixed	6	13.14	12	11.59	18	11.28	50	10.82											
13766VCI	B0DFZT72LD	15.45	79	15.14	fixed	6	13.14	12	11.59	18	11.28	50	10.82											
13767VCI	B0DFZQFB4D	17.75	29	17.4	fixed	6	15.09	12	13.32	18	12.96	50	12.43											
13768VCI	B0DFZMCMH6	17.75	163	17.4	fixed	6	15.09	12	13.32	18	12.96	50	12.43											
13770VCORI	B0DFZXPXBJ	47.30	18	46.35	fixed	6	40.21	12	35.48	18	34.53	50	33.11											
13771VCI	B0DFZL7HNM	45.30	16	44.39	fixed	6	38.51	12	33.98	18	33.07	50	31.71											
13771VCORI	B0DFZL7HNM	47.30	18	46.35	fixed	6	40.21	12	35.48	18	34.53	50	33.11											
13772VCI	B0DFZZ49NJ	36.40	17	35.67	fixed	6	30.94	12	27.30	18	26.58	50	25.48											
13773SG	B07F3KK798	24.10	27	23.62	fixed	6	20.49	12	18.08	18	17.60	50	16.87											
13773VCI	B0DFZYR5RK	36.40	5	35.67	fixed	6	30.94	12	27.30	18	26.58	50	25.48											
13774VCI	B0DFZNXSV5	36.40	9	35.67	fixed	6	30.94	12	27.30	18	26.58	50	25.48											
13777VCI	B0DFZV7MMG	15.90	6	15.58	fixed	6	13.52	12	11.93	18	11.61	50	11.13											
13778VCI	B0DFZK5CBX	20.10	36	19.7	fixed	6	17.09	12	15.08	18	14.68	50	14.07											
13781VCI	B0GM83X9KY	37.40	14	36.65	fixed	6	31.79	12	28.05	18	27.31	50	26.18											
13783VCI	B0GM8CGQ1D	37.40	18	36.65	fixed	6	31.79	12	28.05	18	27.31	50	26.18											
13787VCI	B0DFZFQ2MK	18.60	32	18.23	fixed	6	15.81	12	13.95	18	13.58	50	13.02											
13792VCI	B0GM14F957	19.70	5	19.31	fixed	6	16.75	12	14.78	18	14.39	50	13.79											
13794VCI	B0DFZTBKK2	20.40	20	19.99	fixed	6	17.34	12	15.30	18	14.90	50	14.28											
13795VCI	B0DG16J387	20.40	55	19.99	fixed	6	17.34	12	15.30	18	14.90	50	14.28											
137SG	B008O6355Y	35.30	151	34.59	fixed	6	30.01	12	26.48	18	25.77	50	24.71											
13842SGR	B07JH3M3GP	193.30	50	189.43	fixed	6	164.31	12	144.98	18	141.11	50	135.31											
13845VCI	B0GM161C73	14.70	190	14.41	fixed	6	12.50	12	11.03	18	10.74	50	10.29											
13846VCI	B0GM14YCDY	14.70	147	14.41	fixed	6	12.50	12	11.03	18	10.74	50	10.29											
13849VCI	B0GM1F2VV4	14.70	203	14.41	fixed	6	12.50	12	11.03	18	10.74	50	10.29											
13850VCI	B0GLZWPLH1	14.70	124	14.41	fixed	6	12.50	12	11.03	18	10.74	50	10.29											
13854VCI	B0GM1K539Y	17.40	418	17.05	fixed	6	14.79	12	13.05	18	12.71	50	12.18											
13856VCI	B0GM15KXJB	15.50	466	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13857VCI	B0GLZWQZS1	15.50	264	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13858VCI	B0GM15CP9Y	17.40	217	17.05	fixed	6	14.79	12	13.05	18	12.71	50	12.18											
13859VCI	B0GLZSCGHN	17.40	157	17.05	fixed	6	14.79	12	13.05	18	12.71	50	12.18											
13860VCI	B0GLZXSWQ9	15.50	483	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13861VCI	B0GLZST99X	15.50	646	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13863VCI	B0GM16ZSHG	15.50	484	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13864VCI	B0GLZSH46T	15.50	561	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13865VCI	B0GM17BJP2	15.50	215	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13866VCI	B0GM11BLD7	15.50	269	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13867VCI	B0GLZPMMCF	15.50	357	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13868VCI	B0GLZVGZK8	15.50	392	15.19	fixed	6	13.18	12	11.63	18	11.32	50	10.85											
13870VCI	B0GLZDVD3Y	22.10	30	21.66	fixed	6	18.79	12	16.58	18	16.14	50	15.47											
13873VCI	B0GM884PVD	15.20	16	14.9	fixed	6	12.92	12	11.40	18	11.10	50	10.64											
13874VCI	B0GM87MSH1	15.20	39	14.9	fixed	6	12.92	12	11.40	18	11.10	50	10.64											
13883SG	B07F3C9JGC	252.20	7	247.16	fixed	6	214.37	12	189.15	18	184.11	50	176.54											
13888SG	B07F3JP5Z8	78.90	28	77.32	fixed	6	67.07	12	59.18	18	57.60	50	55.23											
14008SG	B07F3HNFWQ	33.20	37	32.54	fixed	6	28.22	12	24.90	18	24.24	50	23.24											
14010SG	B07F3JLSBN	34.20	21	33.52	fixed	6	29.07	12	25.65	18	24.97	50	23.94											
14013VCI	B0GM18GFTG	38.30	50	37.53	fixed	6	32.56	12	28.73	18	27.96	50	26.81											
14028SGR	B07F3MCKMV	25.30	97	24.79	fixed	6	21.51	12	18.98	18	18.47	50	17.71											
